,Airline,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Date,Month,Dep_Hour,Dep_Minute,Arr_Hour,Arr_Minute
5322,10,0,2,18,170,0,8,4668,18,6,11,30,14,20
5323,4,3,0,66,1200,1,8,14388,21,5,14,5,10,5
5324,4,3,0,66,1025,1,5,10844,15,5,18,55,12,0
5325,1,2,1,121,765,1,8,7690,9,6,20,40,9,25
5326,4,3,0,73,1450,1,8,13067,21,5,9,35,9,45
5327,8,4,3,48,90,0,7,1965,3,4,5,45,7,15
5328,4,2,1,104,1610,1,8,16289,9,3,16,0,18,50
5329,1,3,0,73,745,1,8,10203,12,5,20,30,8,55
5330,4,3,0,66,570,1,8,15149,6,5,14,5,23,35
5331,10,3,0,73,385,1,8,9345,21,5,17,0,23,25
5332,8,4,3,48,90,0,8,2017,18,5,5,45,7,15
5333,10,3,0,73,975,1,8,9345,15,5,7,10,23,25
5334,1,3,0,90,1485,1,8,6528,6,5,14,35,15,20
5335,6,2,1,104,380,1,8,15603,3,3,7,0,13,20
5337,8,2,1,121,315,1,8,5583,27,6,6,5,11,20
5338,4,2,1,104,1620,1,5,10577,9,6,16,0,19,0
5339,1,2,1,116,1180,2,8,10651,15,5,12,0,7,40
5340,4,3,0,66,875,1,5,7594,12,6,14,5,4,40
5341,0,3,0,60,220,1,8,6857,1,5,6,50,10,30
5342,3,0,2,18,170,0,8,4423,27,4,13,0,15,50
5343,4,2,1,102,425,2,5,13344,12,6,5,30,12,35
5344,8,0,2,18,175,0,8,3971,27,4,21,10,0,5
5345,4,2,1,104,600,1,8,18371,24,6,9,0,19,0
5346,4,2,1,97,1995,2,5,6643,27,3,19,10,4,25
5347,6,2,1,104,465,1,8,15077,6,3,11,30,19,15
5348,1,0,2,18,165,0,8,6121,1,5,10,0,12,45
5349,8,4,3,48,80,0,8,5755,3,3,13,10,14,30
5350,1,2,1,121,765,1,8,4487,9,4,20,40,9,25
5351,8,2,1,123,270,1,7,5158,21,5,8,45,13,15
5352,4,3,0,66,520,1,5,8586,1,5,20,0,4,40
5353,1,4,3,48,80,0,8,3100,1,6,6,20,7,40
5354,4,4,3,48,85,0,5,3210,9,5,2,55,4,20
5355,4,2,1,104,1040,1,5,12373,9,5,19,15,12,35
5356,6,2,1,104,730,1,8,15135,3,3,6,40,18,50
5357,4,2,1,113,810,2,8,13292,27,6,5,30,19,0
5358,8,4,3,48,90,0,8,2017,6,6,13,15,14,45
5360,10,4,3,45,1500,1,8,12395,6,3,21,55,22,55
5361,8,1,4,127,135,0,7,3543,21,6,9,45,12,0
5362,4,4,3,48,90,0,5,2228,6,5,19,35,21,5
5364,0,2,1,103,830,1,8,11410,3,6,16,45,6,35
5366,2,3,0,64,155,0,8,3514,24,6,15,20,17,55
5367,4,3,0,73,690,1,5,13469,6,6,9,35,21,5
5368,3,0,2,18,180,0,8,3943,9,4,21,15,0,15
5369,10,0,2,18,175,0,8,7608,3,3,21,10,0,5
5370,1,0,2,18,165,0,8,6961,27,5,10,0,12,45
5371,6,2,1,104,585,1,8,12042,1,6,9,15,19,0
5372,5,0,2,5,400,1,3,62427,1,3,5,45,12,25
5373,1,0,2,34,655,2,8,9586,9,3,10,30,21,25
5374,8,1,4,127,135,0,7,3543,1,6,8,20,10,35
5375,4,2,1,118,1630,2,8,13882,9,6,9,25,12,35
5376,4,3,0,77,435,1,8,8781,24,5,10,20,17,35
5377,0,3,0,85,500,2,8,5192,12,6,15,10,23,30
5378,3,2,1,111,940,1,8,6442,27,3,6,40,22,20
5379,4,2,1,104,825,1,8,15554,6,5,22,50,12,35
5380,4,3,0,66,1285,1,5,10844,21,5,18,55,16,20
5381,3,4,3,48,90,0,8,2754,3,4,12,0,13,30
5382,6,2,1,104,420,1,8,14067,21,5,14,0,21,0
5383,2,2,1,98,370,1,8,5140,27,4,7,25,13,35
5384,3,2,1,104,895,1,8,8330,9,5,10,35,1,30
5385,4,4,3,48,90,0,8,5678,3,3,19,35,21,5
5386,4,0,2,5,1170,1,5,11087,12,3,22,55,18,25
5387,2,0,2,18,175,0,8,18558,1,3,20,55,23,50
5388,3,4,3,48,90,0,8,16000,1,3,2,30,4,0
5389,8,0,2,18,175,0,7,3573,6,5,21,10,0,5
5390,6,2,1,104,760,1,8,7670,15,5,12,50,1,30
5392,10,0,2,18,155,0,8,4878,15,5,17,0,19,35
5393,4,2,1,113,1295,2,5,11507,27,6,21,25,19,0
5394,0,2,1,103,330,1,8,8759,6,6,7,55,13,25
5395,4,2,1,104,1530,1,5,10262,12,6,17,30,19,0
5396,1,2,1,112,1580,2,8,10975,21,5,7,5,9,25
5397,4,2,1,104,550,1,5,10262,6,6,19,15,4,25
5398,6,2,1,104,490,1,5,6007,27,6,12,50,21,0
5399,3,1,4,127,145,0,8,3858,21,3,11,35,14,0
5400,3,2,1,111,490,1,8,6412,27,6,14,20,22,30
5401,1,3,0,64,150,0,8,6245,21,4,14,15,16,45
5402,1,2,1,97,1410,2,8,9968,9,6,19,45,19,15
5403,6,2,1,104,640,1,5,18260,9,3,2,15,12,55
5404,3,0,2,18,175,0,8,8855,3,3,18,25,21,20
5405,4,3,0,66,590,1,5,10844,24,5,8,25,18,15
5406,8,1,4,127,135,0,8,3597,27,5,8,20,10,35
5407,4,3,0,73,1685,1,8,13067,6,5,17,0,21,5
5408,4,0,2,5,1070,1,8,13817,12,3,16,55,10,45
5409,1,0,2,5,990,1,8,11602,12,3,6,45,23,15
5410,4,3,0,66,1545,1,8,13941,9,5,16,30,18,15
5411,4,3,0,73,1365,1,8,14151,15,5,20,25,19,10
5412,3,0,2,18,170,0,8,3943,15,5,4,0,6,50
5413,4,3,0,66,705,1,5,10844,12,5,6,30,18,15
5414,8,4,3,48,90,0,8,2753,18,6,5,45,7,15
5415,4,2,1,104,1005,1,8,14714,12,6,2,15,19,0
5416,6,2,1,111,545,1,8,9646,18,5,7,5,16,10
5417,4,2,1,104,330,1,8,15554,9,5,7,5,12,35
5418,1,0,2,35,435,2,8,13261,18,3,10,30,17,45
5419,4,0,2,5,1045,1,5,11087,18,3,11,40,5,5
5420,4,2,1,113,810,2,5,11507,15,6,5,30,19,0
5421,6,2,1,104,390,1,8,9424,9,5,19,0,1,30
5422,2,0,2,18,170,0,8,4937,12,4,11,40,14,30
5423,8,0,2,18,175,0,7,3257,6,6,21,10,0,5
5424,3,0,2,18,170,0,8,4823,6,5,8,30,11,20
5425,3,1,4,127,140,0,8,5277,12,5,22,5,0,25
5426,8,3,0,64,150,0,8,3873,9,4,17,10,19,40
5427,4,3,0,66,730,1,5,10844,24,5,16,30,4,40
5428,6,2,1,104,510,1,8,7198,27,5,17,0,1,30
5429,1,2,1,106,170,0,8,6094,15,5,5,10,8,0
5430,3,0,2,18,165,0,8,3943,3,5,6,5,8,50
5431,3,0,2,18,180,0,8,3943,15,5,21,15,0,15
5432,4,3,0,66,960,1,8,12681,1,4,20,0,12,0
5433,10,0,2,18,155,0,8,5613,15,4,17,0,19,35
5434,8,3,0,64,145,0,8,3873,24,5,9,0,11,25
5435,4,2,1,104,1415,1,5,12898,27,5,13,0,12,35
5436,4,2,1,116,1375,2,8,15129,9,5,5,30,4,25
5437,8,1,4,127,135,0,8,3911,9,5,8,20,10,35
5438,3,2,1,106,195,0,8,6015,12,6,21,5,0,20
5439,4,0,2,5,365,1,8,54826,1,3,16,55,23,0
5440,3,2,1,104,305,1,8,5073,27,3,20,30,1,35
5441,3,1,4,127,140,0,8,4326,21,3,5,15,7,35
5443,4,4,3,48,90,0,8,8040,3,6,10,20,11,50
5444,4,0,2,18,165,0,8,7229,3,4,6,0,8,45
5445,3,0,2,18,170,0,8,3943,15,6,13,0,15,50
5446,1,0,2,22,685,3,8,14195,6,3,12,0,23,25
5447,4,2,1,113,1130,2,8,13292,15,6,9,35,4,25
5448,3,3,0,64,155,0,8,4174,3,4,11,30,14,5
5449,4,0,2,5,860,1,8,16736,6,3,7,0,21,20
5450,4,0,2,18,165,0,5,5198,12,5,6,0,8,45
5451,6,2,1,104,730,1,8,15058,3,6,7,5,19,15
5452,3,2,1,104,300,1,8,5073,3,4,10,35,15,35
5453,6,2,1,104,660,1,8,10197,15,5,8,0,19,0
5454,8,1,4,127,140,0,7,3543,27,6,17,45,20,5
5455,4,0,2,18,180,0,5,7229,27,6,17,45,20,45
5456,1,2,1,116,1180,2,8,10966,1,6,12,0,7,40
5457,4,3,0,66,570,1,5,11134,24,3,13,55,23,25
5458,0,3,0,64,150,0,8,3807,6,4,22,50,1,20
5459,1,0,2,18,170,0,8,5228,6,5,13,20,16,10
5460,3,1,4,127,140,0,8,3597,12,6,14,45,17,5
5461,0,0,2,18,165,0,8,4483,18,5,11,10,13,55
5462,4,2,1,104,1015,1,5,10262,24,6,11,30,4,25
5463,8,2,1,123,270,1,7,5158,6,6,8,45,13,15
5464,1,0,2,17,1520,1,8,6010,21,3,22,0,23,20
5465,4,2,1,122,1320,2,8,13376,12,6,14,35,12,35
5466,4,2,1,102,1365,2,8,11543,21,3,5,40,4,25
5467,6,2,1,104,560,1,5,15342,6,3,9,55,19,15
5468,8,0,2,18,175,0,8,6309,15,3,9,35,12,30
5469,10,0,2,18,165,0,8,5823,24,5,19,30,22,15
5471,8,3,0,64,155,0,8,3873,1,6,6,55,9,30
5472,4,2,1,104,1270,1,5,12898,27,5,21,50,19,0
5473,3,2,1,104,500,1,8,6979,15,5,17,10,1,30
5474,1,3,0,78,1410,2,8,13437,12,5,16,45,16,15
5475,4,2,1,104,1015,1,5,6017,27,3,11,30,4,25
5476,4,2,1,104,330,1,5,14053,21,3,7,5,12,35
5477,3,1,4,127,145,0,8,7295,6,3,11,35,14,0
5478,4,3,0,66,1495,1,8,13044,12,6,18,55,19,50
5479,4,0,2,18,175,0,5,4030,3,5,11,10,14,5
5480,1,0,2,25,1625,2,8,13942,6,3,8,15,11,20
5481,4,3,0,66,705,1,8,14781,12,5,6,30,18,15
5482,8,0,2,18,170,0,8,3579,24,3,5,45,8,35
5484,3,2,1,111,320,1,8,5530,27,5,6,50,12,10
5485,4,3,0,66,345,1,5,10844,12,5,14,5,19,50
5486,1,2,1,104,675,1,8,8372,6,6,8,0,19,15
5487,4,2,1,104,775,1,8,16289,9,3,6,50,19,45
5488,1,2,1,108,1275,2,8,11701,6,5,22,0,19,15
5489,7,2,1,104,570,1,8,11269,21,3,6,0,15,30
5490,6,2,1,104,750,1,8,9385,18,5,13,0,1,30
5491,4,3,0,73,395,1,8,14151,24,5,17,0,23,35
5492,4,0,2,18,180,0,5,4544,9,4,8,20,11,20
5493,4,0,2,5,850,1,5,11087,12,3,20,35,10,45
5494,3,3,0,64,155,0,8,5224,3,6,4,40,7,15
5495,3,3,0,64,155,0,8,4804,27,6,9,35,12,10
5496,1,4,3,54,880,1,8,6901,12,3,5,55,20,35
5497,6,2,1,111,465,1,5,5999,21,3,14,35,22,20
5498,10,0,2,18,170,0,8,5403,9,4,21,0,23,50
5499,4,2,1,116,810,2,8,13014,12,6,5,30,19,0
5500,4,4,3,48,85,0,5,4995,6,5,7,5,8,30
5501,4,3,0,66,1545,1,8,13941,21,5,6,30,8,15
5502,4,2,1,113,1295,2,5,11507,3,6,21,25,19,0
5503,6,2,1,104,660,1,8,12192,15,6,8,0,19,0
5504,6,2,1,104,450,1,8,7198,27,5,18,0,1,30
5505,3,2,1,106,195,0,8,5000,21,6,14,25,17,40
5506,8,3,0,64,155,0,7,3841,3,4,6,55,9,30
5507,4,2,1,104,350,1,8,12347,21,3,13,0,18,50
5508,10,1,4,127,140,0,8,11982,15,6,17,45,20,5
5510,4,0,2,5,700,1,8,16736,6,3,20,35,8,15
5511,3,3,0,64,155,0,8,4174,15,4,17,15,19,50
5512,8,3,0,64,145,0,7,3841,27,6,9,0,11,25
5513,4,2,1,104,1440,1,8,17024,6,3,19,45,19,45
5514,3,0,2,18,180,0,8,3943,24,5,21,15,0,15
5515,3,2,1,111,635,1,8,6442,3,6,11,55,22,30
5516,1,2,1,110,2170,2,8,11762,9,3,7,5,19,15
5517,8,3,0,64,145,0,8,4174,24,4,9,0,11,25
5518,3,3,0,64,155,0,8,4804,18,6,4,40,7,15
5519,6,2,1,104,690,1,8,13377,6,6,14,0,1,30
5520,4,0,2,18,175,0,8,7229,1,4,11,10,14,5
5521,3,0,2,18,170,0,8,8855,15,3,22,20,1,10
5522,6,2,1,104,535,1,8,7741,27,6,10,20,19,15
5523,4,0,2,5,315,1,8,22270,1,3,8,0,13,15
5524,6,2,1,104,735,1,8,7740,3,6,8,45,21,0
5525,1,3,0,78,1600,2,8,14960,9,6,9,50,12,30
5526,4,2,1,104,535,1,8,12032,27,3,9,55,18,50
5527,1,4,3,48,80,0,8,5462,6,3,21,5,22,25
5528,4,2,1,104,1385,1,8,12347,21,3,19,45,18,50
5529,1,1,4,127,135,0,8,3145,27,3,11,40,13,55
5530,4,0,2,5,520,1,5,7832,21,3,11,40,20,20
5531,3,3,0,64,150,0,8,4804,21,6,15,15,17,45
5532,3,2,1,121,305,1,8,10482,9,3,2,5,7,10
5533,4,2,1,104,1015,1,5,12373,18,5,11,30,4,25
5534,6,2,1,111,915,1,8,10478,3,3,7,5,22,20
5535,4,2,1,116,1125,2,5,13029,18,5,9,40,4,25
5536,1,2,1,121,1255,1,8,6482,21,3,12,30,9,25
5537,4,2,1,104,600,1,8,15554,18,5,9,0,19,0
5538,6,2,1,104,615,1,8,11789,12,6,8,45,19,0
5539,3,3,0,81,340,1,8,9413,24,3,14,30,20,10
5540,1,3,0,77,1700,1,8,7662,9,6,16,45,21,5
5541,6,2,1,104,390,1,8,7888,21,5,19,0,1,30
5542,0,3,0,73,955,1,8,5192,15,5,7,35,23,30
5543,6,2,1,104,640,1,5,6007,24,6,10,20,21,0
5544,4,2,1,104,1595,1,5,12898,27,5,10,0,12,35
5545,1,0,2,10,1545,2,8,11885,18,3,8,50,10,35
5546,10,3,0,73,355,1,8,14360,24,3,17,0,22,55
5547,1,3,0,78,1185,2,8,14330,12,5,16,45,12,30
5548,6,2,1,111,555,1,8,6076,27,3,13,5,22,20
5549,8,3,0,64,160,0,8,4622,1,3,6,55,9,35
5550,4,3,0,66,665,1,8,14388,9,5,21,10,8,15
5551,6,2,1,104,615,1,8,9794,21,5,8,45,19,0
5552,3,3,0,64,150,0,8,4804,3,6,15,15,17,45
5553,4,3,0,66,450,1,5,9663,9,5,21,10,4,40
5554,2,2,1,98,370,1,8,5842,9,5,7,25,13,35
5555,6,2,1,104,510,1,8,15603,3,3,7,0,15,30
5556,3,3,0,64,165,0,8,5618,3,3,22,10,0,55
5557,3,3,0,64,155,0,8,6565,3,3,14,20,16,55
5558,8,2,1,103,295,1,8,5221,15,4,17,55,22,50
5559,4,2,1,116,560,2,5,10368,27,6,9,40,19,0
5560,1,2,1,121,765,1,8,7480,24,6,20,40,9,25
5561,4,2,1,118,1490,2,8,13882,12,6,11,45,12,35
5562,3,2,1,111,560,1,8,6442,24,6,6,50,16,10
5563,3,0,2,18,175,0,8,4823,24,6,7,10,10,5
5564,8,3,0,64,150,0,8,3873,21,5,17,10,19,40
5565,4,3,0,73,1075,1,8,12121,1,5,17,0,10,55
5566,3,0,2,18,170,0,8,4423,27,4,10,10,13,0
5567,1,3,0,64,150,0,8,5510,24,6,14,15,16,45
5568,4,0,2,18,180,0,8,7229,6,4,8,20,11,20
5569,4,2,1,104,1010,1,5,10577,9,6,19,45,12,35
5570,4,4,3,48,90,0,8,8040,27,3,10,20,11,50
5571,4,2,1,104,360,1,8,14714,3,6,13,0,19,0
5572,4,0,2,18,165,0,5,7229,9,6,6,0,8,45
5573,6,2,1,112,855,2,8,6653,21,3,7,5,21,20
5574,3,2,1,111,665,1,8,6442,24,6,5,5,16,10
5575,3,3,0,64,160,0,8,4804,12,5,21,25,0,5
5576,1,2,1,112,1210,2,8,9417,9,5,13,15,9,25
5577,4,3,0,66,1495,1,5,10844,24,5,18,55,19,50
5578,4,0,2,18,180,0,8,7229,12,5,17,45,20,45
5579,4,2,1,104,590,1,5,15400,6,3,9,0,18,50
5580,3,2,1,104,750,1,8,6416,15,6,8,30,21,0
5581,1,0,2,18,170,0,8,5176,3,4,13,20,16,10
5582,3,2,1,104,575,1,8,9264,21,3,16,0,1,35
5583,6,2,1,104,720,1,8,13587,6,6,9,0,21,0
5584,8,1,4,127,135,0,8,3597,1,5,8,20,10,35
5585,0,0,2,18,170,0,8,4282,27,4,4,55,7,45
5586,4,4,3,48,85,0,5,4995,27,6,7,5,8,30
5587,3,3,0,64,155,0,8,4804,1,6,20,20,22,55
5588,4,3,0,66,590,1,5,10844,6,5,6,30,16,20
5589,4,2,1,104,885,1,8,14714,1,6,21,50,12,35
5590,4,3,0,66,730,1,8,14571,6,6,21,10,9,20
5591,4,0,2,5,1425,1,5,7832,21,3,11,40,11,25
5592,4,3,0,73,1295,1,8,11467,1,4,20,25,18,0
5593,4,3,0,73,1075,1,8,10953,9,5,17,0,10,55
5594,3,3,0,64,160,0,8,4148,9,3,20,25,23,5
5595,8,3,0,64,145,0,8,3873,9,5,9,0,11,25
5596,3,0,2,18,170,0,8,3943,27,4,22,10,1,0
5597,0,2,1,103,330,1,8,6151,27,3,16,45,22,15
5598,10,4,3,45,850,1,8,12080,12,3,8,45,22,55
5599,4,3,0,66,845,1,8,13584,9,5,20,0,10,5
5600,3,2,1,104,845,1,8,6979,6,5,11,25,1,30
5601,0,0,2,18,165,0,8,4482,9,3,23,25,2,10
5602,3,3,0,91,325,1,8,6284,1,4,18,5,23,30
5603,3,3,0,60,220,1,8,4226,24,5,19,35,23,15
5604,3,2,1,111,570,1,8,6442,9,3,6,40,16,10
5605,4,2,1,104,520,1,5,12373,18,5,19,45,4,25
5606,4,0,2,2,550,1,8,11297,12,3,5,50,15,0
5607,1,3,0,74,920,2,8,14083,24,5,10,0,1,20
5608,4,2,1,106,195,0,5,7202,3,6,11,0,14,15
5609,6,2,1,104,590,1,8,11667,21,3,9,0,18,50
5610,4,3,0,66,1400,1,5,10844,24,5,18,55,18,15
5611,1,0,2,28,1265,1,8,5932,15,3,11,50,8,55
5612,6,2,1,104,630,1,8,9001,24,6,8,45,19,15
5613,4,3,0,73,395,1,5,13469,6,6,17,0,23,35
5614,3,4,3,48,90,0,8,2227,15,6,21,20,22,50
5615,3,2,1,121,315,1,8,5636,15,5,7,15,12,30
5616,6,2,1,113,625,2,8,15965,6,6,15,5,1,30
5617,3,2,1,104,305,1,8,5054,24,6,20,25,1,30
5618,6,2,1,111,540,1,5,5999,21,3,7,10,16,10
5619,3,0,2,18,175,0,8,4823,1,5,7,10,10,5
5620,8,3,0,89,435,1,8,8479,12,6,11,35,18,50
5621,10,3,0,73,930,1,8,8452,15,5,7,10,22,40
5622,4,2,1,104,660,1,8,14924,3,6,8,0,19,0
5623,1,2,1,97,1410,2,8,10441,3,6,19,45,19,15
5624,6,2,1,104,900,1,8,7485,21,5,6,0,21,0
5625,4,0,2,18,180,0,5,6478,6,6,8,20,11,20
5626,4,2,1,97,1775,2,8,15129,27,5,13,25,19,0
5627,3,3,0,80,265,1,8,3809,1,5,19,20,23,45
5628,4,2,1,104,660,1,0,18581,24,6,8,0,19,0
5629,3,3,0,64,155,0,8,5224,9,6,22,15,0,50
5630,3,2,1,104,500,1,8,8330,9,5,17,10,1,30
5631,1,0,2,18,165,0,8,6961,9,6,10,0,12,45
5632,4,2,1,104,660,1,5,10262,9,6,8,0,19,0
5633,3,4,3,48,90,0,8,2754,21,6,2,35,4,5
5634,6,2,1,104,630,1,8,13727,18,5,15,0,1,30
5635,2,0,2,18,165,0,8,3898,27,4,20,55,23,40
5636,4,0,2,5,810,1,5,11087,12,3,22,55,12,25
5637,0,0,2,18,170,0,8,3383,6,4,23,55,2,45
5638,4,2,1,104,1520,1,8,12557,21,3,17,30,18,50
5639,4,2,1,114,1325,2,5,8273,21,3,6,20,4,25
5640,1,4,3,56,545,2,8,9736,12,3,10,5,19,10
5641,4,2,1,104,1530,1,5,10262,24,6,17,30,19,0
5642,4,2,1,113,810,2,8,11664,9,4,5,30,19,0
5643,3,0,2,18,170,0,8,4591,1,5,23,30,2,20
5644,4,0,2,5,305,1,5,13502,18,3,14,5,19,10
5645,1,2,1,104,375,1,8,8372,27,6,13,0,19,15
5646,1,0,2,18,165,0,8,6121,21,4,6,10,8,55
5647,10,0,2,18,155,0,8,5613,21,3,16,0,18,35
5648,3,2,1,111,320,1,8,5298,6,4,6,50,12,10
5649,4,2,1,104,1050,1,8,15764,9,3,2,15,19,45
5650,0,2,1,103,870,1,8,6253,15,6,7,55,22,25
5651,4,3,0,66,375,1,5,8586,18,5,5,45,12,0
5652,4,2,1,114,1325,2,8,12273,27,3,6,20,4,25
5653,3,4,3,48,90,0,8,2227,15,5,21,20,22,50
5654,4,0,2,18,180,0,5,5769,12,6,19,50,22,50
5655,10,2,1,106,190,0,8,6216,18,4,14,40,17,50
5656,3,2,1,103,345,1,8,6386,3,6,2,0,7,45
5657,6,2,1,104,555,1,8,16108,1,6,10,0,19,15
5658,8,3,0,64,140,0,8,3873,24,5,22,20,0,40
5659,3,2,1,104,895,1,8,6270,9,4,10,35,1,30
5660,1,0,2,18,170,0,8,5911,12,4,21,5,23,55
5661,6,2,1,104,605,1,8,15077,6,3,9,10,19,15
5662,4,0,2,5,890,1,8,31825,1,3,20,35,11,25
5663,8,3,0,89,435,1,8,8479,6,5,11,35,18,50
5664,10,3,0,73,1555,1,8,9397,12,5,7,10,9,5
5665,4,2,1,104,1655,1,5,10262,3,6,9,0,12,35
5666,3,2,1,106,195,0,8,4729,3,4,5,35,8,50
5667,4,2,1,104,1530,1,8,14714,1,6,17,30,19,0
5668,3,3,0,64,155,0,8,4804,15,5,17,15,19,50
5669,3,3,0,64,165,0,8,4804,3,6,20,25,23,10
5670,1,4,3,48,80,0,8,2050,1,4,21,5,22,25
5671,6,2,1,104,705,1,8,8371,27,3,7,30,19,15
5672,6,2,1,104,540,1,8,12192,27,6,10,0,19,0
5673,7,2,1,104,770,1,8,14629,21,3,6,0,18,50
5674,3,0,2,18,175,0,8,4823,9,4,18,25,21,20
5675,6,2,1,104,375,1,8,14323,9,5,13,0,19,15
5676,4,2,1,97,1390,2,8,15129,9,5,13,25,12,35
5677,3,2,1,104,860,1,8,6758,18,5,6,40,21,0
5678,6,2,1,104,615,1,8,14848,21,5,9,0,19,15
5679,1,0,2,10,1670,2,8,12358,3,3,6,45,10,35
5680,4,0,2,18,185,0,5,4030,21,5,18,55,22,0
5681,1,3,0,64,150,0,8,4960,9,3,14,15,16,45
5682,1,2,1,97,1595,2,8,8656,27,3,16,40,19,15
5683,3,2,1,104,710,1,8,14871,6,3,9,10,21,0
5684,2,2,1,98,440,1,8,4563,27,3,6,0,13,20
5685,3,4,3,48,85,0,8,4784,6,3,21,20,22,45
5686,3,0,2,18,170,0,8,4823,1,6,20,0,22,50
5687,10,1,4,127,135,0,8,3687,3,5,7,5,9,20
5688,4,0,2,18,175,0,8,7229,27,4,15,15,18,10
5689,4,0,2,18,180,0,8,7229,15,4,7,10,10,10
5690,1,2,1,103,1010,1,8,7174,21,4,6,10,23,0
5691,1,2,1,105,1490,2,8,11071,21,3,6,50,7,40
5692,3,2,1,104,965,1,8,6979,15,5,4,55,21,0
5693,3,1,4,127,140,0,8,3850,15,5,7,55,10,15
5694,4,3,0,66,800,1,8,13044,12,6,20,0,9,20
5695,4,2,1,104,450,1,5,12373,18,5,20,55,4,25
5696,1,2,1,126,1100,2,8,13801,18,5,13,20,7,40
5697,3,0,2,18,170,0,8,4823,1,6,8,30,11,20
5698,1,2,1,125,1535,1,8,6587,9,6,5,15,6,50
5699,3,4,3,48,95,0,8,2227,3,6,20,5,21,40
5700,4,3,0,73,1285,1,8,14151,9,6,17,0,14,25
5701,1,0,2,4,2315,2,8,25430,1,3,8,50,23,25
5702,8,0,2,18,175,0,7,4319,27,6,21,10,0,5
5703,1,2,1,104,1660,1,8,14462,3,3,4,0,7,40
5704,4,3,0,66,1655,1,5,8586,21,5,6,30,10,5
5705,1,3,0,77,675,1,8,7662,9,6,9,50,21,5
5706,4,4,3,48,85,0,5,4995,3,5,7,5,8,30
5707,6,2,1,104,720,1,8,7408,9,6,9,0,21,0
5708,4,4,3,48,90,0,8,5678,15,3,19,35,21,5
5709,4,4,3,48,90,0,8,5678,9,6,19,35,21,5
5710,4,0,2,5,950,1,8,26890,1,3,8,55,0,45
5711,1,4,3,39,2245,2,8,13904,6,3,6,0,19,25
5712,4,2,1,99,505,2,5,15318,1,6,20,0,4,25
5713,10,3,0,73,1580,1,8,8452,15,5,20,20,22,40
5714,3,2,1,104,625,1,8,6314,9,6,10,35,21,0
5715,1,3,0,73,625,1,8,10203,1,5,10,0,20,25
5716,8,1,4,127,135,0,8,3597,15,6,8,20,10,35
5717,6,2,1,104,535,1,8,8266,12,6,10,20,19,15
5718,4,2,1,104,885,1,5,12373,18,5,21,50,12,35
5719,4,0,2,5,435,1,8,36235,1,3,14,5,21,20
5720,3,2,1,104,755,1,8,14871,3,3,8,25,21,0
5721,4,0,2,18,180,0,8,7229,12,4,17,45,20,45
5722,3,3,0,64,155,0,8,4804,24,4,22,15,0,50
5723,3,0,2,18,175,0,8,7303,3,3,20,0,22,55
5724,6,2,1,104,570,1,8,13587,1,6,11,30,21,0
5725,6,2,1,111,455,1,8,7740,18,5,14,55,22,30
5726,3,1,4,127,145,0,8,7295,1,3,14,40,17,5
5727,6,2,1,104,440,1,8,18916,3,3,18,15,1,35
5728,6,2,1,104,385,1,8,8266,21,5,12,50,19,15
5729,4,2,1,104,1570,1,5,12373,18,5,2,15,4,25
5730,6,2,1,111,555,1,8,11188,18,5,13,15,22,30
5731,4,3,0,73,505,1,8,14151,18,5,9,35,18,0
5732,4,2,1,104,660,1,8,14714,1,6,8,0,19,0
5733,4,0,2,18,180,0,8,7229,6,4,7,10,10,10
5734,4,2,1,104,1165,1,8,12242,27,3,9,0,4,25
5735,4,0,2,5,325,1,5,9134,15,3,7,0,12,25
5736,3,0,2,18,170,0,8,3943,1,5,22,10,1,0
5737,1,0,2,18,165,0,8,6961,1,6,10,0,12,45
5738,4,4,3,51,500,2,8,23843,12,3,8,15,16,35
5739,8,1,4,127,135,0,8,3597,24,5,9,45,12,0
5740,6,2,1,104,480,1,8,7408,27,6,13,0,21,0
5741,8,0,2,18,160,0,7,3257,27,5,5,55,8,35
5742,8,4,3,48,90,0,7,1965,6,5,5,45,7,15
5743,6,2,1,104,755,1,8,9100,27,3,6,40,19,15
5744,1,4,3,48,75,0,8,3100,18,6,19,30,20,45
5745,4,0,2,5,625,1,8,26890,1,3,8,0,18,25
5746,4,0,2,18,180,0,8,8016,24,6,17,45,20,45
5747,1,3,0,73,1435,1,8,12173,24,3,20,30,20,25
5748,3,2,1,104,965,1,8,8784,27,5,4,55,21,0
5749,3,2,1,111,320,1,8,5298,9,5,6,50,12,10
5750,4,0,2,5,1475,1,5,11087,9,3,8,55,9,30
5751,8,2,1,103,295,1,8,5409,9,6,17,55,22,50
5752,2,2,1,98,370,1,8,5842,1,5,7,25,13,35
5753,4,4,3,48,90,0,5,2228,18,3,15,50,17,20
5754,8,1,4,127,140,0,7,3543,6,5,17,45,20,5
5755,3,3,0,93,315,1,8,7228,21,5,21,0,2,15
5756,3,2,1,111,425,1,8,6287,15,4,5,5,12,10
5757,6,2,1,104,750,1,8,13377,27,6,13,0,1,30
5758,3,3,0,64,165,0,8,6985,3,3,17,15,20,0
5759,1,2,1,104,375,1,8,8372,3,6,13,0,19,15
5760,1,3,0,65,1200,2,8,14687,21,5,9,25,5,25
5761,4,2,1,106,195,0,8,9564,9,3,11,0,14,15
5762,10,4,3,45,480,1,8,12080,12,3,8,45,16,45
